V0000330143	それはとってもいい話だ。	それ	それはとってもいい 話[はなし]だ。	
V0000335181	今年は比較的景気がいい。	比較的	今年[ことし]は 比較的[ひかくてき] 景気[けいき]がいい。	
V0000335182	去年の売り上げと比較しましょう。	比較	去年[きょねん]の 売[う]り 上[あ]げと 比較[ひかく]しましょう。	
V0000335183	判決が下された。	判決	判決[はんけつ]が 下[くだ]された。	
V0000335184	彼女はぱっと目を開いた。	ぱっと	彼女[かのじょ]はぱっと 目[め]を 開[ひら]いた。	
V0000335185	ここに判子を押してください。	判子	ここに 判子[はんこ]を 押[お]してください。	
V0000335186	評判の良いレストランに行きました。	評判	評判[ひょうばん]の 良[い]いレストランに 行[い]きました。	
V0000335187	その映画はよい批評を得ているんだ。	批評	その 映画[えいが]はよい 批評[ひひょう]を 得[え]ているんだ。	
V0000335188	俺たちは彼の言動に反感を持ったね。	反感	俺[おれ]たちは 彼[かれ]の 言動[げんどう]に 反感[はんかん]を 持[も]ったね。	
V0000335189	私の予想が当たった。	予想	私[わたし]の 予想[よそう]が 当[あ]たった。	
V0000335190	インターネットは世界の人々をつなぎますね。	つなぐ	インターネットは 世界[せかい]の 人々[ひとびと]をつなぎますね。	
V0000335191	彼は高い理想を持っているの。	理想	彼[かれ]は 高[たか]い 理想[りそう]を 持[も]っているの。	
V0000335192	そんなことは想像できないよ。	想像	そんなことは 想像[そうぞう]できないよ。	
V0000335193	象に乗ってみたいです。	象	象[ぞう]に 乗[の]ってみたいです。	
V0000335194	彼は抽象的な絵が好きだね。	抽象的	彼[かれ]は 抽象的[ちゅうしょうてき]な 絵[え]が 好[す]きだね。	
V0000335195	私があなたの安全を保障します。	保障	私[わたし]があなたの 安全[あんぜん]を 保障[ほしょう]します。	
V0000335196	ひょっとしたら彼はそのことを知らないのかもしれない。	ひょっとしたら	ひょっとしたら 彼[かれ]はそのことを 知[し]らないのかもしれない。	
V0000335197	その事故で多くの人が負傷したの。	負傷	その 事故[じこ]で 多[おお]くの 人[ひと]が 負傷[ふしょう]したの。	
V0000335198	ひらがなをカタカナに変換しました。	変換	ひらがなをカタカナに 変換[へんかん]しました。	
V0000335199	シーツを取り替えました。	取り替える	シーツを 取[と]り 替[か]えました。	
V0000335200	お金がないなら私が立て替えておきます。	立て替える	お 金[かね]がないなら 私[わたし]が 立[た]て 替[か]えておきます。	
V0000335201	天災を防ぐことはできません。	天災	天災[てんさい]を 防[ふせ]ぐことはできません。	
V0000335202	この材料は有害だよ。	有害	この 材料[ざいりょう]は 有害[ゆうがい]だよ。	
V0000335203	ドアがひとりでに閉まったな。	ひとりでに	ドアがひとりでに 閉[し]まったな。	
V0000335204	この農薬は人には無害です。	無害	この 農薬[のうやく]は 人[ひと]には 無害[むがい]です。	
V0000335205	彼の家は台風の被害にあったの。	被害	彼[かれ]の 家[いえ]は 台風[たいふう]の 被害[ひがい]にあったの。	
V0000335206	彼は強敵を見事に破ったね。	破る	彼[かれ]は 強敵[きょうてき]を 見事[みごと]に 破[やぶ]ったね。	
V0000335207	自然の破壊が進んでいるのよ。	破壊	自然[しぜん]の 破壊[はかい]が 進[すす]んでいるのよ。	
V0000335208	彼はシートベルトをしていたので助かったんだ。	助かる	彼[かれ]はシートベルトをしていたので 助[たす]かったんだ。	
V0000335209	彼は水道の蛇口をひねったの。	ひねる	彼[かれ]は 水道[すいどう]の 蛇口[じゃぐち]をひねったの。	
V0000335210	雪道で派手に転んでしまったの。	派手	雪道[ゆきみち]で 派手[はで]に 転[ころ]んでしまったの。	
V0000335211	派出所にだれもいないな。	派出所	派出所[はしゅつじょ]にだれもいないな。	
V0000335212	彼はイギリスに派遣されました。	派遣	彼[かれ]はイギリスに 派遣[はけん]されました。	
V0000335213	あいつが犯人です。	犯人	あいつが 犯人[はんにん]です。	
V0000335214	最近犯罪が減っています。	犯罪	最近[さいきん] 犯罪[はんざい]が 減[へ]っています。	
V0000335215	窓ガラスにひびが入ったよ。	ひび	窓[まど]ガラスにひびが 入[はい]ったよ。	
V0000335216	彼の罪は重いな。	罪	彼[かれ]の 罪[つみ]は 重[おも]いな。	
V0000335217	昨夜、自転車の盗難にあったよ。	盗難	昨夜[さくや]、 自転車[じてんしゃ]の 盗難[とうなん]にあったよ。	
V0000335218	彼女はついに捕まりました。	捕まる	彼女[かのじょ]はついに 捕[つか]まりました。	
V0000335219	少年は網でその蝶を捕まえた。	捕まえる	少年[しょうねん]は 網[あみ]でその 蝶[ちょう]を 捕[つか]まえた。	
V0000335220	トラがおりから逃げ出しました。	逃げ出す	トラがおりから 逃[に]げ 出[だ]しました。	
V0000335221	釣った魚を逃がしました。	逃がす	釣[つ]った 魚[さかな]を 逃[に]がしました。	
V0000335222	主人公が悪者をやっつけた。	やっつける	主人公[しゅじんこう]が 悪者[わるもの]をやっつけた。	
V0000335223	失敗した時の逃げ道を考えたの。	逃げ道	失敗[しっぱい]した 時[とき]の 逃[に]げ 道[みち]を 考[かんが]えたの。	
V0000335224	彼は最後まで戦ったよ。	戦う	彼[かれ]は 最後[さいご]まで 戦[たたか]ったよ。	
V0000335225	彼は新しいことに挑戦している。	挑戦	彼[かれ]は 新[あたら]しいことに 挑戦[ちょうせん]している。	
V0000335226	敗戦の原因は何だろう。	敗戦	敗戦[はいせん]の 原因[げんいん]は 何[なん]だろう。	
V0000335227	長い戦いが終わった。	戦い	長[なが]い 戦[たたか]いが 終[お]わった。	
V0000335228	病院でレントゲンを撮ったよ。	レントゲン	病院[びょういん]でレントゲンを 撮[と]ったよ。	
V0000335229	大戦で多くの人が亡くなりました。	大戦	大戦[たいせん]で 多[おお]くの 人[ひと]が 亡[な]くなりました。	
V0000335230	カレーにヨーグルトを入れて、よく混ぜてください。	混ぜる	カレーにヨーグルトを 入[い]れて、よく 混[ま]ぜてください。	
V0000335231	水と油は混ざりません。	混ざる	水[みず]と 油[あぶら]は 混[ま]ざりません。	
V0000335232	電話の声に雑音が混じっていたの。	混じる	電話[でんわ]の 声[こえ]に 雑音[ざつおん]が 混[ま]じっていたの。	
V0000335233	風で髪が乱れたね。	乱れる	風[かぜ]で 髪[かみ]が 乱[みだ]れたね。	
V0000335234	彼女はスカートよりパンツが似合うね。	パンツ	彼女[かのじょ]はスカートよりパンツが 似合[にあ]うね。	
V0000335235	彼は風紀を乱している。	乱す	彼[かれ]は 風紀[ふうき]を 乱[みだ]している。	
V0000335236	三つの町が統合されて新しい市が誕生したのよ。	統合	三[みっ]つの 町[まち]が 統合[とうごう]されて 新[あたら]しい 市[し]が 誕生[たんじょう]したのよ。	
V0000335237	文字の大きさは統一してください。	統一	文字[もじ]の 大[おお]きさは 統一[とういつ]してください。	
V0000335238	これは昨年の売り上げの統計です。	統計	これは 昨年[さくねん]の 売[う]り 上[あ]げの 統計[とうけい]です。	
V0000335239	来月の総会は東京で行われます。	総会	来月[らいげつ]の 総会[そうかい]は 東京[とうきょう]で 行[おこな]われます。	
V0000335240	日焼けで皮がむけた。	むける	日焼[ひや]けで 皮[かわ]がむけた。	
V0000335241	全員の意見を総合してみましょう。	総合	全員[ぜんいん]の 意見[いけん]を 総合[そうごう]してみましょう。	
V0000335242	総理はヨーロッパを訪問中です。	総理	総理[そうり]はヨーロッパを 訪問中[ほうもんちゅう]です。	
V0000335243	参加者の総数は705人でした。	総数	参加者[さんかしゃ]の 総数[そうすう]は705 人[にん]でした。	
V0000335244	その殺人事件の捜査は2年間続きました。	捜査	その 殺人事件[さつじん じけん]の 捜査[そうさ]は2 年間続[ねんかん つづ]きました。	
V0000335245	湖でスケートをした。	湖	湖[みずうみ]でスケートをした。	
V0000335246	彼女は異文化に対する理解を深めたね。	深める	彼女[かのじょ]は 異文化[いぶんか]に 対[たい]する 理解[りかい]を 深[ふか]めたね。	
V0000335247	彼はぶつぶつと独り言を言ったんだ。	ぶつぶつ	彼[かれ]はぶつぶつと 独[ひと]り 言[ごと]を 言[い]ったんだ。	
V0000335248	二人の愛はますます深まっているね。	深まる	二人[ふたり]の 愛[あい]はますます 深[ふか]まっているね。	
V0000335249	彼は注意深い人です。	注意深い	彼[かれ]は 注意深[ちゅういぶか]い 人[ひと]です。	
V0000335250	次の段落を読んでください。	段落	次[つぎ]の 段落[だんらく]を 読[よ]んでください。	
V0000335251	間違いを見落としたの。	見落とす	間違[まちが]いを 見落[みお]としたの。	
V0000335252	このテストに失敗したら落第です。	落第	このテストに 失敗[しっぱい]したら 落第[らくだい]です。	
V0000335253	彼はぶるぶる震えていたよ。	ぶるぶる	彼[かれ]はぶるぶる 震[ふる]えていたよ。	
V0000335254	今日の海は波が穏やかです。	波	今日[きょう]の 海[うみ]は 波[なみ]が 穏[おだ]やかです。	
